protein,intervention,I,II
DBNL,terbutaline,0.17536400043627537,0.3730890350665619
DBT,resistance,-0.22692682018761495,-0.004458931108789033
DBT,terbutaline,-0.16115563507090883,-0.15726354604000115
DCAF11,resistance,-0.22163675737077426,0.11751145243023942
DCAF11,terbutaline,-0.1286109885928328,-0.7396747051828021
DCAF6,resistance,0.27013273720516195,-0.1468581154214923
DCAF6,terbutaline,-0.08539562514844483,0.10955325258929778
DCAF7,resistance,0.1952932260886688,0.2132803535806269
DCAF7,terbutaline,0.21916897303668187,0.019605451839362537
DCAF8,resistance,0.033020627207430105,0.2777102893043448
DCAF8,terbutaline,0.39858827414298664,0.3364192207633884
DCD,resistance,-0.04595259049341597,-0.3469373199152632
DCD,terbutaline,-0.4534573967702916,-0.35865925047280367
DCN,resistance,-0.19274490370946953,0.027475641991358213
DCN,terbutaline,-0.07323195395901717,-0.2972888646691758
DCPS,resistance,-0.1410939279208101,-0.05716930534501
DCPS,terbutaline,-0.03721590076481398,-0.06506058818558248
DCTN1,resistance,0.15974649121742981,0.10655691542500079
DCTN1,terbutaline,0.08385172642180222,0.17429668819604002
DCTN2,resistance,0.23238601320899427,0.04637188775559298
DCTN2,terbutaline,0.1811210447981231,0.10198487043570366
DCUN1D1,resistance,0.09671827994886938,0.059897611691194896
DCUN1D1,terbutaline,0.2987661977296139,0.11423068596004897
DCUN1D2,resistance,-0.08738674017289405,-0.09278682349641229
DCUN1D2,terbutaline,-0.3073348719739055,-0.4711080068786817
DCXR,resistance,-0.346321045817496,-0.11389723695015874
DCXR,terbutaline,0.19269543671742403,-0.12012338550337388
DDAH1,resistance,-0.03415109359337493,0.0072596628773922145
DDAH1,terbutaline,0.19525738513724689,-0.13828257772700425
DDAH2,resistance,0.4828674254306054,0.0905851977354976
DDAH2,terbutaline,0.08057279294966542,-0.03931158521692968
DDB1,resistance,-0.10671593421054279,0.09690901666982099
DDB1,terbutaline,0.09535436969673788,0.11641470133334379
DDOST,resistance,0.26073348233756277,-0.07274438730981281
DDOST,terbutaline,-0.04759342617018502,-0.05009081355347093
DDT,resistance,-0.1325804575926744,-0.1874842545041966
DDT,terbutaline,0.2290897364738465,0.09020392598249316
DDX1,resistance,0.1946277690464573,0.03597445335579641
DDX1,terbutaline,-0.0937844928657162,0.12920413173703485
DDX17,resistance,0.10025742227526838,0.056477182077365295
DDX17,terbutaline,0.15145254498298114,0.028050284967262584
DDX19B,resistance,-0.18889700372112525,-0.10207850765919435
DDX19B,terbutaline,0.04423039152540612,-0.08016247822458888
DDX39B,resistance,0.2652139537677919,0.2738591540274944
DDX39B,terbutaline,0.09518353644940174,0.07223884022295746
DDX3X,resistance,0.49082850488655466,-0.014801979291439085
DDX3X,terbutaline,0.15693122875969698,0.019929786879037643
DDX3Y,resistance,0.13539204967694957,-0.10767109189007962
DDX3Y,terbutaline,0.0163604772847488,0.1572927565280735
DDX6,resistance,0.15887791787503325,0.16245089766137152
DDX6,terbutaline,-0.11615728909694709,0.06110575604253713
DECR1,resistance,-0.2897843011145689,-0.10320525357053567
DECR1,terbutaline,-0.1019657102889262,-0.3556784339564582
DEFA1,resistance,2.007624225535195,0.028810497659777095
DEFA1,terbutaline,0.6950491143166968,1.0098000791390631
DENR,resistance,0.19829185695844664,-0.002049942416778361
DENR,terbutaline,0.02985516359238593,-0.07538577867747491
DEPTOR,resistance,1.2741243956608166,9.793540262560186e-4
DEPTOR,terbutaline,-0.06393003581250478,-0.02244794438837161
DERA,resistance,0.3888064070542505,-0.034657888202787625
DERA,terbutaline,0.46016472670082564,0.41889346171713376
DES,resistance,-0.0029127284192682623,0.41596812439305975
DES,terbutaline,0.27134065176259353,0.23310885431750972
DFFA,resistance,0.031101081345311716,-0.6026044762089465
DFFA,terbutaline,-0.015247446289911112,-0.26772689030905084
DHRS7,resistance,0.30405251681427564,0.4296953422471017
DHRS7,terbutaline,0.4720531083932706,0.4106893740553252
DHRS7B,resistance,-0.129773327168085,-0.2773667076457009
DHRS7B,terbutaline,-0.31224560710973953,-0.1365330990553882
DHRS7C,resistance,-0.4688855730113242,-0.24569502534003318
DHRS7C,terbutaline,-0.16161413406384653,-0.21066069864665474
DHTKD1,resistance,-0.20675310140472902,-0.17678334958245223
DHTKD1,terbutaline,-0.17612561082049374,-0.2573641990109422
DHX9,resistance,0.19218138511622915,0.04072207936689739
DHX9,terbutaline,0.14882100780744809,-0.1976435979966075
DIABLO,resistance,-0.30315882481909107,0.08162040704899964
DIABLO,terbutaline,-0.11648717471045728,-0.26109149429942224
DLAT,resistance,-0.32096032301856753,-0.23849434058510166
DLAT,terbutaline,-0.06983293576750522,-0.13299564444698117
DLD,resistance,-0.34743970721264866,-0.08496696975810125
DLD,terbutaline,-0.12726575370870563,-0.19206492570220401
DLST,resistance,-0.2501084035409892,-0.18881293135039656
DLST,terbutaline,-0.10710603561898625,-0.22923739581165284
DMD,resistance,-0.1402708310415203,-0.1251763505564123
DMD,terbutaline,-0.06865039879302966,-0.01289932367013158
DNAJA2,resistance,0.12987888985577203,0.22647048872584108
DNAJA2,terbutaline,0.10635175390812684,-0.09046327732208563
DNAJA3,resistance,-0.2611393470204203,0.0024819520408894125
DNAJA3,terbutaline,-0.06268271722128246,-0.08462570525425821
DNAJA4,resistance,0.3513601110287062,0.9692123889612811
DNAJA4,terbutaline,0.26414276974594103,0.1010484101080662
DNAJB11,resistance,0.459001717112731,0.3529530785287458
DNAJB11,terbutaline,0.1978430395768983,0.1494825446835133
DNAJB2,resistance,0.166691684211053,-0.3815962625232715
DNAJB2,terbutaline,0.027005418719001504,-0.11369954172088266
DNAJB4,resistance,0.057677621689673685,0.41749879546156543
DNAJB4,terbutaline,-0.12750464929434457,0.02472979970976959
DNAJB6,resistance,0.35340531082976145,0.5493741316013825
DNAJB6,terbutaline,-0.008024845666078053,-0.0030703088493746478
DNM1L,resistance,-0.1545826588148298,0.0051532643435106
DNM1L,terbutaline,0.0856923655150003,-0.09352688338980004
DNM2,resistance,-0.025792173852086923,-0.10385961757802176
DNM2,terbutaline,-0.046474941937784155,0.1901882292959849
DNPEP,resistance,-0.17004008773373844,0.17702859657823633
DNPEP,terbutaline,0.10359337846963967,-0.10854407678043332
DNPH1,resistance,0.04342557489932324,0.03803424669701716
DNPH1,terbutaline,0.23328713196913908,-0.04536789474920836
DPP3,resistance,0.15370029590783396,0.23984104151657815
DPP3,terbutaline,0.16101808742460655,0.15580515126095143
DPP9,resistance,0.0480341355943712,-0.20045161401188843
DPP9,terbutaline,0.04793524410177034,-0.06346234955870989
DPT,resistance,NA,0.14306988729186151
DPT,terbutaline,NA,-0.15453314157049838
DPYSL2,resistance,0.2529953509544942,0.2857876996348465
DPYSL2,terbutaline,0.03920484646753572,0.10641659060797422
DPYSL3,resistance,-0.1978650545551286,0.7464165192949714
DPYSL3,terbutaline,-0.10496266618914518,-4.60278716964968e-4
DRG1,resistance,0.026973502652770116,-0.07044596512344836
DRG1,terbutaline,0.16895490918081138,0.22573567674555273
DSC1,resistance,0.5055694243207268,-0.7570123250843452
DSC1,terbutaline,-0.2678645927640711,0.05371974657961539
DSG1,resistance,0.4687147891921235,-0.6064549893562381
DSG1,terbutaline,-0.0861619796950584,0.14856702204178326
DSP,resistance,0.3277012531066834,-0.4237915543018058
DSP,terbutaline,-0.9307598807684823,-0.25275294824290784
DSTN,resistance,0.4502911009050618,0.42464781528154294
DSTN,terbutaline,0.185149371196251,0.040678134033509984
DTNA,resistance,-0.13969777528619634,-0.1452241957377407
DTNA,terbutaline,0.10234121600388864,-0.16660906539509876
DUPD1,resistance,-0.2943685928947639,0.40612841190429183
DUPD1,terbutaline,0.2414438065191467,0.15677366743851553
DUSP22,resistance,-0.2075648120194266,0.11559142447936344
DUSP22,terbutaline,0.058705638944146606,0.37107793916621795
DUSP28,resistance,-0.23661982324904812,-0.22393800951870513
DUSP28,terbutaline,-0.24493207480114057,-0.36094904026702973
DUSP3,resistance,-0.09941922880719492,9.585166029482117e-4
DUSP3,terbutaline,-0.02391599436290056,-0.14240813896204182
DYNC1H1,resistance,0.3969054464560102,0.23744875791409759
DYNC1H1,terbutaline,0.08232059324672897,0.18389169535679795
DYNC1I2,resistance,0.5590693716379403,0.1334825938556774
DYNC1I2,terbutaline,-0.022434961974368568,0.0938102310452343
DYNC1LI1,resistance,0.4153909071997382,0.4132896157003043
DYNC1LI1,terbutaline,0.2819440159668209,0.43572349131229976
DYNC1LI2,resistance,0.1046810899699506,0.3893844698552642
DYNC1LI2,terbutaline,-0.005143603019576343,0.445812385850048
DYNLL2,resistance,0.05952407072021008,-0.0687851478156869
DYNLL2,terbutaline,-0.13208422961728636,-0.09714825789826016
DYNLRB1,resistance,0.5883600731014825,0.20846702318993882
DYNLRB1,terbutaline,0.240088380833159,0.129309938524246
DYNLT1,resistance,0.2189361415407287,0.5459722715770232
DYNLT1,terbutaline,-0.059454437773026184,0.16353227525937677
DYSF,resistance,0.020712146807732573,0.19798090168137983
DYSF,terbutaline,0.01065210158306721,0.10380150910989316
ECH1,resistance,-0.17080196172982046,0.1356534229190398
ECH1,terbutaline,-0.043951755626984015,-0.20164409283180854
ECHDC1,resistance,-0.06883519977266468,0.1849689561153558
ECHDC1,terbutaline,0.0399362249187271,0.03204658782201797
ECHDC3,resistance,-0.41109357979491484,0.038540696555313
ECHDC3,terbutaline,-0.17857810906234217,-0.5276296680474224
ECHS1,resistance,-0.2882221740161072,-0.04909600479175924
ECHS1,terbutaline,-0.17436726067417738,-0.35348140108645226
ECI1,resistance,-0.43824699108915305,-0.19197066557149745
ECI1,terbutaline,-0.03289300165411045,-0.36042265372545607
ECI2,resistance,-0.32248905514960946,0.07385051076890492
ECI2,terbutaline,-0.23015935215402344,-0.3564939679224041
ECM1,resistance,0.39248750268668814,-0.5254972041936123
ECM1,terbutaline,-0.1818632345833596,0.11812007761050954
ECM29,resistance,-0.0027750259122257654,0.12477131628542426
ECM29,terbutaline,0.04748956963235033,0.18112326782159874
EDF1,resistance,0.11401242792720138,0.21110670775504237
EDF1,terbutaline,0.10255110673276449,-0.09024418504323813
EEA1,resistance,0.03245734272563767,0.22896546138840024
EEA1,terbutaline,0.1079468038551901,0.040879816098823664
EEF1A2,resistance,-0.015817969079507627,0.17527388229775687
EEF1A2,terbutaline,0.10203580771432968,-0.02288772372134436
EEF1B2,resistance,0.23559140950511065,-0.042011401372409996
EEF1B2,terbutaline,0.0957942076195862,0.06326495341940926
EEF1D,resistance,0.23343186067595742,0.12614820424423456
EEF1D,terbutaline,0.10297478438693812,-0.04466409683079157
EEF1G,resistance,0.028927889692384516,0.14409593734203296
EEF1G,terbutaline,0.030015389563821087,-0.02431422463974453
EEF2,resistance,0.14301241223978448,0.11238306377718055
EEF2,terbutaline,0.06698453706720738,0.042681953116980566
EFTUD2,resistance,0.3192071012231697,0.18835704414595167
EFTUD2,terbutaline,-0.440223757518868,0.006637469848012678
EGFLAM,resistance,-0.09319733588338305,0.02702482522358629
EGFLAM,terbutaline,0.24464808974630955,0.03446224934687351
EHBP1L1,resistance,0.1630521438615098,0.2173827394607386
EHBP1L1,terbutaline,0.21877924666102982,0.066029366677677
EHD1,resistance,0.4131325379671192,0.11869765279630595
EHD1,terbutaline,0.013107933958471481,0.21712533519346935
EHD2,resistance,-0.21145212457545753,0.04653088019487539
EHD2,terbutaline,0.0750840779723577,-0.0586831555735167
EHD4,resistance,0.14244390965000342,0.19661801609159926
EHD4,terbutaline,0.1912882038995199,0.10104105054246108
EIF1,resistance,0.057169793438811824,-0.01213007133518662
EIF1,terbutaline,-0.014437640303159655,-0.1738344185788101
EIF2A,resistance,0.10921247268670164,0.11233878193587765
EIF2A,terbutaline,0.03184789908566024,-0.053003196168310986
EIF2B2,resistance,0.34874673484332536,0.24723389943424245
EIF2B2,terbutaline,-0.016939736474487432,0.24323512724117613
EIF2B3,resistance,-0.0029297282510817473,0.2031093082859059
EIF2B3,terbutaline,0.14324532981080473,0.13381568210856068
EIF2B5,resistance,0.22045868572457192,0.3411478316983183
EIF2B5,terbutaline,0.2794326139466708,0.17405273786382983
EIF2S1,resistance,-0.1678752616208557,-0.08483972240202942
EIF2S1,terbutaline,0.06947902918185332,0.05021909558371984
EIF2S2,resistance,0.07472537979469632,0.05566754087279624
EIF2S2,terbutaline,0.2898959528624708,0.24549702726221975
EIF2S3,resistance,0.3449932510906267,0.3074525056975954
EIF2S3,terbutaline,0.16795356486887564,0.23108500060423434
EIF3A,resistance,0.08235690092870722,0.2378898180500426
EIF3A,terbutaline,0.1985003691920303,0.11721160935840642
EIF3B,resistance,0.01518768235165118,0.1519656586366489
EIF3B,terbutaline,0.17169183944162525,0.17623677975700547
EIF3C,resistance,0.2566237280112504,0.07083255489207829
EIF3C,terbutaline,0.09659522341141433,0.1068495703949277
EIF3D,resistance,0.2998794833746659,0.22524050554123387
EIF3D,terbutaline,0.09967657821056812,-0.10240144146352005
EIF3E,resistance,0.1294538721697771,0.24998870176114463
EIF3E,terbutaline,0.16573393580104412,0.3055346593104458
EIF3F,resistance,0.06216389940155206,0.07409685334611749
EIF3F,terbutaline,0.27563646699332484,0.1778676425149562
EIF3G,resistance,0.08270783096976254,-0.006867177451003403
EIF3G,terbutaline,0.19623856986328128,0.3427864914593157
EIF3H,resistance,0.11059900115771956,0.026468243089928123
EIF3H,terbutaline,0.004971519101045438,0.00926731649321185
EIF3I,resistance,0.20336673519992665,0.22779112525868928
EIF3I,terbutaline,0.1777915103507461,0.24120868221878147
EIF3J,resistance,-0.09731290282366471,0.21937130003578953
EIF3J,terbutaline,0.06276981745062667,0.08230045036647542
EIF3K,resistance,-0.16427117169457947,0.01359837009335818
EIF3K,terbutaline,0.05304288126149304,-0.12894276464109908
EIF3L,resistance,-0.03775296951962278,0.1810290447131251
EIF3L,terbutaline,7.947445121924505e-4,0.06141347507575364
EIF3M,resistance,0.11166729498122965,0.010667596252949219
EIF3M,terbutaline,-0.024123165503312248,0.032343653861011123
EIF4A1,resistance,0.046570766849321946,0.13304604205633908
EIF4A1,terbutaline,0.1132068668494421,0.11850096189863146
EIF4A2,resistance,0.021952365722670564,-0.0051705420899497145
EIF4A2,terbutaline,-0.05753059723640419,-0.07918788097001572
EIF4B,resistance,0.07121680470720067,0.15195210278568894
EIF4B,terbutaline,0.039190605098892176,-0.01756905406833435
EIF4E,resistance,0.03864129672804165,0.01967699977228521
EIF4E,terbutaline,0.10665107502400978,-0.012443893634201212
EIF4E3,resistance,0.06686207104881119,0.1355376730982647
EIF4E3,terbutaline,0.053732406449003525,-0.11242096566259303
EIF4EBP1,resistance,-0.06131831435699781,-0.08901862283621265
EIF4EBP1,terbutaline,-0.2054303325827189,-0.18829319948501944
EIF4EBP2,resistance,0.125357452107049,0.19474147535639963
EIF4EBP2,terbutaline,0.24235971991904462,-0.02713991964810276
EIF4G1,resistance,-0.07196107977746559,-0.05089041402575778
EIF4G1,terbutaline,0.022163673785893814,0.12463776485885451
EIF4G2,resistance,0.08806397306912775,-0.08797851292701409
EIF4G2,terbutaline,0.2951697826448533,0.06328904569857292
EIF4H,resistance,0.1469193667239837,-0.015741397864863282
EIF4H,terbutaline,0.05376853246696879,0.030046132544603903
EIF5,resistance,-0.17066208796658802,0.07994240013586462
EIF5,terbutaline,-0.0065274945968042996,-0.14154901415896712
EIF5A,resistance,-0.02802022007683393,-0.14566365189762842
EIF5A,terbutaline,0.03563598833922873,0.07772614558375146
EIF5B,resistance,-0.11862107901633082,-0.17824684370863048
EIF5B,terbutaline,-0.14333774727000267,0.08747135207610827
EIF6,resistance,0.5447072306270727,-0.277277559922565
EIF6,terbutaline,0.17775767566237036,0.0630046061566989
ELAVL1,resistance,-0.07448170553701416,0.0908494619455904
ELAVL1,terbutaline,0.029464426904171094,0.06005258888419925
EMC1,resistance,0.6589330857107143,0.2780529672337897
EMC1,terbutaline,-0.16047677734136911,-0.3346290664806318
EMD,resistance,0.019543714387585048,0.1417978821971888
EMD,terbutaline,0.023053088906767407,-0.007378778862158726
EML1,resistance,-0.3023828755548121,-0.25504787130275064
EML1,terbutaline,-0.3030130923403174,0.0020485284369102055
EML2,resistance,0.20242626988452145,-0.19258425449080044
EML2,terbutaline,-0.07679511863909806,0.18630449885766115
ENDOD1,resistance,-0.021897237564291978,0.2676524850465094
ENDOD1,terbutaline,-0.14338395618978433,0.07509574533176784
ENDOG,resistance,-0.07058211602491708,0.001636190415664392
ENDOG,terbutaline,0.1465998397564466,-0.13353509093434157
ENO1,resistance,0.04032548051273161,-0.01253779146922307
ENO1,terbutaline,0.07805221685884525,0.016768192332556886
ENO2,resistance,-0.18078988833037865,-0.17695198153021763
ENO2,terbutaline,0.0694191821725704,0.025376860119209404
ENO3,resistance,-0.30195705435808257,-0.020943187633030824
ENO3,terbutaline,0.12009314046645159,-0.12323569740909868
ENOPH1,resistance,-0.1757989347803619,-0.05258546856378343
ENOPH1,terbutaline,-0.042343821177253375,-0.0557527593185719
ENSA,resistance,-0.08573274922640957,-0.08363171072902764
ENSA,terbutaline,-0.0018972596819044276,-0.1289216547041132
ENY2,resistance,0.2916235813857302,-0.2873032600036076
ENY2,terbutaline,0.18527331474938893,-0.10017583728836559
EPB41,resistance,-0.4244188044318218,-0.12863598628434159
EPB41,terbutaline,-0.01609165126025389,0.08398484898470511
EPB41L2,resistance,0.08560607722767077,0.6681348580017694
EPB41L2,terbutaline,0.17525823572512148,-0.0645359354742914
EPDR1,resistance,-0.19668716435712139,-0.042982868131606455
EPDR1,terbutaline,-0.005239575398999245,0.06993301248536839
EPHX1,resistance,0.1173295585463503,0.2166321371784512
EPHX1,terbutaline,0.17658190902463305,0.21887708150127713
EPHX2,resistance,-0.046855961036745546,-0.16882704657608305
EPHX2,terbutaline,0.14848136108513119,0.19291201228313312
EPM2A,resistance,0.03340242936390782,-0.2383170024100203
EPM2A,terbutaline,-0.1958491564061314,-0.3012147257791791
EPRS,resistance,0.037193959534835584,-0.032503214826896665
EPRS,terbutaline,-0.10141354257296602,0.08262674757746617
EPS15L1,resistance,0.11258171637538794,0.03735574944043618
EPS15L1,terbutaline,-0.11144784564674354,0.2252794344436221
ERAP1,resistance,0.1476756183845977,0.08648856259909987
ERAP1,terbutaline,0.07686025677045344,-0.013351427681388639
ERH,resistance,0.42489710758027066,-0.13911615197697058
ERH,terbutaline,0.05476022726615289,0.03638302855495548
ERI3,resistance,-0.7479947144756641,-0.4086123609857855
ERI3,terbutaline,-0.36118177661765427,-0.2678743853752968
ERLIN2,resistance,0.04295626017354134,-0.10506570082765698
ERLIN2,terbutaline,-0.0025083079848762404,-0.03553216741943466
ERO1L,resistance,0.32648412114745184,-0.16219403025519089
ERO1L,terbutaline,-0.011271166888562334,0.33697799062078576
ERP29,resistance,0.25103844177625184,0.06382784750299586
ERP29,terbutaline,0.18821873366222902,0.19532358356857152
ERP44,resistance,-0.05880827268154013,-0.0628429586758023
ERP44,terbutaline,0.1258379655983838,0.2815774328939991
ESD,resistance,-0.2614025100739532,-0.029090157204723965
ESD,terbutaline,-0.08217334911661976,-0.14763245717457618
ESYT1,resistance,0.2515040158178741,0.09501771442102758
ESYT1,terbutaline,0.34433536900588485,0.38534483449458135
ETF1,resistance,0.10402670051687757,0.17002341521261655
ETF1,terbutaline,0.5151458904470216,0.5428223663957497
ETFA,resistance,-0.3583261201361846,0.08457221431335071
ETFA,terbutaline,-0.04510422342469479,-0.21975022012406184
ETFB,resistance,-0.34403993187054127,-0.06510090077755248
ETFB,terbutaline,0.044875731026662945,-0.2533163980085556
ETFDH,resistance,-0.2896599360383118,0.0015195426032097448
ETFDH,terbutaline,-0.18394733750101475,-0.31700381545409667
ETHE1,resistance,0.07392305025719519,0.20506659319738496
ETHE1,terbutaline,0.08120461847844561,-0.18885013897644543
EZR,resistance,0.6964342953869238,0.258070233154404
EZR,terbutaline,0.1791063595573732,0.7783081819279676
F13A1,resistance,0.43725470619865237,0.3237811232236769
F13A1,terbutaline,0.22511257118528213,0.43249666284651866
F2,resistance,1.758146389315231e-4,0.27099861012680226
F2,terbutaline,-0.10998390894453933,0.1597114621077503
FABP3,resistance,-0.24007694229205004,-0.13480635683982722
FABP3,terbutaline,0.014978570248143086,0.016596765514753347
FABP4,resistance,-0.17640115570670797,0.1906628122155778
FABP4,terbutaline,-0.1279498790402784,-0.11648759811231739
FABP5,resistance,0.5463991195398885,-0.7886094184423669
FABP5,terbutaline,-0.37156831154313225,-0.17454397749481906
FAH,resistance,-0.18866047780624232,0.047194621531618575
FAH,terbutaline,0.03924556908128629,8.871480535551275e-5
FAHD1,resistance,-0.23059131280148268,-0.2349658695956307
FAHD1,terbutaline,-0.06603271080442538,-0.19022210202058534
FAHD2A,resistance,-0.0946447978685254,0.18182944701663084
FAHD2A,terbutaline,0.0013499539273535805,-0.16185650736160243
FAM114A2,resistance,0.01913905294603754,-0.12721285050336917
FAM114A2,terbutaline,0.27120459212770653,0.1879182940604968
FAM120A,resistance,-0.2995763449202471,0.035382943070752404
FAM120A,terbutaline,0.015763691493140154,-0.15394323107683805
FAM129A,resistance,0.5887799494814203,-0.22917104052772053
FAM129A,terbutaline,0.04786758324717003,-0.32131703132023076
FAM134B,resistance,-0.40326180452915394,-0.24665182240612937
FAM134B,terbutaline,0.05660081848083533,0.10406453377075264
FAM136A,resistance,0.15728379256297415,-0.2147171061641604
FAM136A,terbutaline,0.04207608840846966,-0.2972206792481803
FAM162A,resistance,-0.020709899742679432,-0.017130788615065118
FAM162A,terbutaline,-0.06131333030388903,-0.19928506150754913
FAM175B,resistance,-0.25419324134702315,0.2626040124733342
FAM175B,terbutaline,-0.04131781123450924,0.1290250078299461
FAM213A,resistance,-0.0932908290719333,0.0068004846890290516
FAM213A,terbutaline,-0.1613869963497219,0.07038123794892288
FAM21A,resistance,-0.037518737400043634,-0.06056587523418828
FAM21A,terbutaline,0.027929291895086934,0.3475466739650562
FAM49B,resistance,0.27658387357001324,0.011123850978492777
FAM49B,terbutaline,0.1951990315081632,-0.025126382141549868
FAM98A,resistance,0.18662620561340848,-0.14808842045994167
FAM98A,terbutaline,0.419058958633906,-0.1498850348793681
FARSA,resistance,0.1830973741628699,0.1764720629691583
FARSA,terbutaline,0.15969244438630717,0.27896316936396753
FARSB,resistance,0.11492402655437418,0.30456907555349444
FARSB,terbutaline,0.15713933049001988,0.21181936586784955
FASTKD2,resistance,0.05670604193973056,0.1314337883175811
FASTKD2,terbutaline,0.07427219317793042,-0.3621214578920856
FAU,resistance,0.05099896717581335,-0.12160515807916572
FAU,terbutaline,0.005003179242841505,-0.13993697403185898
FBL,resistance,-0.12677242541615463,0.3926855007136565
FBL,terbutaline,-0.0514822590192073,0.296776799802699
FBLN5,resistance,0.2550809886580865,0.10456821317783693
FBLN5,terbutaline,0.313086395173383,-0.2356213019674899
FBN1,resistance,1.2602194161175575,-0.7340375254704984
FBN1,terbutaline,-0.5105352241399799,-0.5796306594532665
FBP2,resistance,-0.29977012159857275,-0.22676845627101616
FBP2,terbutaline,-0.018273969283764055,-0.06528123170932447
FDPS,resistance,0.06387386745293686,0.15869953306000384
FDPS,terbutaline,0.05421251585321038,0.036722543989339794
FDX1L,resistance,-0.3857974910503957,0.11960062031881669
FDX1L,terbutaline,0.08928989432186461,-0.11159752826213998
FECH,resistance,-0.26437814338328103,-0.002793603608046036
FECH,terbutaline,-0.19994303573798475,-0.20445774361069566
FERMT2,resistance,-0.0999954286981195,-0.2627188717060758
FERMT2,terbutaline,0.21318450246012252,-0.08840704435109767
FETUB,resistance,-0.011531830831551737,-0.06331390067105655
FETUB,terbutaline,0.13854391098429186,0.24389073737729877
FGA,resistance,0.3060503659394393,0.5307488873560056
FGA,terbutaline,-0.002373824493583143,0.33469030612387884
FGB,resistance,0.3733285293624675,0.5201141579774284
FGB,terbutaline,-0.06811402776344841,0.3223350002666369
FGG,resistance,0.39498046704843454,0.536723895874996
FGG,terbutaline,-0.1352638898068481,0.2224970312828667
FH,resistance,-0.31579278183634685,-0.05529544869243197
FH,terbutaline,-0.05494853189557056,-0.2843720182784426
FHL1,resistance,-0.05468710271749596,0.041052109333054254
FHL1,terbutaline,-0.11586718087427474,-0.2118945744034244
FHL3,resistance,-0.14023662076883678,-0.17585540106881048
FHL3,terbutaline,-0.30706767950993424,-0.3159918324545101
FHOD1,resistance,-0.21479585614879607,-0.05050046616925563
FHOD1,terbutaline,-0.01940999821281344,0.038153855586849396
FILIP1,resistance,-0.0633056712499983,0.39056723154646433
FILIP1,terbutaline,0.14552577944969647,0.1566312108599012
FIS1,resistance,-0.2195255572769952,-0.03124416539078556
FIS1,terbutaline,0.09282767371522614,-0.07498372434709093
FKBP15,resistance,0.4215127652181992,-0.25159111269041884
FKBP15,terbutaline,-0.15757061743976342,0.35089221713414326
FKBP1A,resistance,0.23038160310816583,0.0050232864179491354
FKBP1A,terbutaline,0.08479625416828143,-0.10499788639900709
FKBP2,resistance,0.26793151841036683,0.2148132615604177
FKBP2,terbutaline,0.2883611344038034,0.016698171686722496
FKBP3,resistance,-0.23149057579124946,-0.14246162629921777
FKBP3,terbutaline,-0.06406798090746814,-0.24954814489758523
FKBP4,resistance,0.3096067916447604,-0.1593819207127145
FKBP4,terbutaline,-0.036212030072735116,0.09882450024625215
FKBP5,resistance,0.061124355646312925,-0.21549349003493723
FKBP5,terbutaline,-0.10842137359746136,0.22822136929721282
FKBP7,resistance,-0.010540773162800983,-0.15465422038676632
FKBP7,terbutaline,-0.15156801581614188,-0.08212874395204173
FLG,resistance,0.5368540635967136,-0.45565949848928144
FLG,terbutaline,-0.36696759911162913,-0.04718793588263814
FLII,resistance,0.44775084692814665,0.5436453564759736
FLII,terbutaline,0.143046947928315,0.06893323412434293
FLNA,resistance,0.5702546640561786,0.2958508416864498
FLNA,terbutaline,0.15949330351138968,0.18388557349371895
FLNB,resistance,0.3141611041028283,0.113469634134443
FLNB,terbutaline,0.037608620944197105,0.2636636679691093
FLNC,resistance,0.12814286821084359,0.5129578162257795
FLNC,terbutaline,0.079612690773111,0.14546923671116238
FLOT1,resistance,0.344317163930561,0.03538897021090914
FLOT1,terbutaline,-0.05967214023635328,-0.04008285346607465
FLOT2,resistance,0.09048778234209617,0.2656091439121125
FLOT2,terbutaline,0.1805721909287355,-0.09485763464832576
FN1,resistance,0.29457620550444324,0.4242601789746512
FN1,terbutaline,0.13071657422006325,0.12826439606924156
FN3K,resistance,-0.05255188091844966,-0.11157523596744068
FN3K,terbutaline,0.07681262934469757,-0.10949051352518335
FN3KRP,resistance,0.11416582517505525,0.14901329181050027
FN3KRP,terbutaline,-0.019477430542450973,-0.11269481216958824
FNTA,resistance,0.2679191114456074,0.3769266511154079
FNTA,terbutaline,0.4169442731268359,0.13763230450077332
FNTB,resistance,0.025385582430746585,-0.15232678546610728
FNTB,terbutaline,0.18853221531071043,0.05502650793714299
FSD2,resistance,-0.41193387375458784,-0.25700470670860875
FSD2,terbutaline,-0.11034033546145085,-0.17459197419323313
FTH1,resistance,0.18066204165866853,0.09867987890762775
FTH1,terbutaline,0.16953800895366597,0.11873785491346715
FTL,resistance,1.0896707524649152,1.0144570931877641
FTL,terbutaline,0.7917577217826847,0.639858832651483
FUBP1,resistance,0.2969220642536034,0.11660373105995725
FUBP1,terbutaline,0.25754687691048705,0.08681675259561923
FUNDC2,resistance,-0.2844752296908969,0.06788942378930463
FUNDC2,terbutaline,-0.25014723344550344,-0.390869573885302
FXN,resistance,-0.15587038716611445,-0.15549793105495624
FXN,terbutaline,-0.06224432066140596,-0.15974162953447735
FXR1,resistance,-0.0949137094713419,-3.464611252919081e-4
FXR1,terbutaline,0.07735058192262301,-0.10081476469406218
FYCO1,resistance,-0.09095252715521061,-0.1696371016599021
FYCO1,terbutaline,-0.20864109919786136,-0.008276743292106628
