protein,sample,abundance,time,intervention,fiber_type,id,keywords,gobp,gocc,gomf,mito
MYH6,s_64,12.2261268921757,post,terbutaline,II,tin07,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_21,18.822564350952568,pre,resistance,I,tyr16,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_37,18.766075848235417,pre,resistance,I,tyr22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_55,18.79041758377563,post,terbutaline,I,tin05,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_28,15.052809205039116,post,resistance,II,tyr17,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_72,13.537612261620243,post,terbutaline,II,tin12,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_58,14.436780421151223,pre,terbutaline,II,tin06,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_16,16.819094403899864,post,resistance,II,tyr10,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_74,14.41036590830211,pre,terbutaline,II,tin13,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_82,12.763100778262633,pre,terbutaline,II,tin17,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_76,11.663673819252423,post,terbutaline,II,tin13,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_36,14.986326057078063,post,resistance,II,tyr20,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_79,18.812612059601605,post,terbutaline,I,tin15,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_39,18.581413104107746,post,resistance,I,tyr22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_90,14.184977214098275,pre,terbutaline,II,tin22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_89,19.024114281746368,pre,terbutaline,I,tin22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_40,14.619004059814104,post,resistance,II,tyr22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_11,18.775244143858497,post,resistance,I,tyr08,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
