ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
BP,GO:1903522,regulation of blood circulation,49,0.5641955290302837,1.9134247368432444,2.8636000907851457e-4,0.012393802246321242,0.011408614751464171,367,"tags=35%, list=17%, signal=29%",MYH6/MYL3/MYL2/ATP2A2/CSRP3/HSPB7/CASQ2/ANK2/ATP1A1/NOS1/SMTNL1/AGT/FGG/SUMO1/CAMK2D/HSP90AA1/ITGB1
BP,GO:0014706,striated muscle tissue development,89,0.4876232980822154,1.8328781827312177,2.940757754457241e-4,0.012393802246321242,0.011408614751464171,107,"tags=16%, list=5%, signal=16%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/MYOZ2/CSRP3/KLHL40/NRAP/MYL6B/XIRP2/KLHL41/PGM5
CC,GO:0005743,mitochondrial inner membrane,173,0.4082216907337879,1.6633213603522121,2.9053663465709905e-4,0.012393802246321242,0.011408614751464171,758,"tags=54%, list=36%, signal=38%",LDHB/NDUFA11/MRPL12/SLC25A20/SFXN1/MRPL46/MRPS22/MRPL17/NDUFAF3/TIMM9/AMBP/COX7C/MRPS7/PMPCA/COX20/TIMM21/ATPAF1/HSPD1/APOO/MRPS30/NDUFAF5/PTCD3/ETFDH/MPC2/NDUFS6/DAP3/TIMM13/HCCS/TRAP1/TMEM11/TIMM10/SHMT2/SLC25A3/UQCRC1/NDUFAF6/NDUFS2/TIMM8B/SDHA/NDUFAF4/TIMM22/NDUFA7/COQ5/CYC1/HADHA/PPIF/TOMM40/NDUFS7/NDUFB7/AFG3L2/CRAT/OPA1/COX6B1/COX5B/MRPS11/COQ6/FECH/NDUFV1/BDH1/SDHB/LETM1/MRPL45/HSPA9/CPT2/NDUFA13/CYCS/COQ7/HADHB/NDUFB9/NDUFAB1/UQCRH/COA5/UQCRC2/CKMT2/CLU/NDUFV3/TIMM50/NDUFA4/NDUFA5/PAM16/NDUFB11/MRPS23/NDUFA6/NDUFV2/COA3/NDUFA12/COX7A2/SCO1/SLC25A4/UQCRQ/NDUFS3/GADD45GIP1/NDUFS5/ATAD3A
BP,GO:0003007,heart morphogenesis,29,0.6469874930412112,1.9296560737374289,3.490153073670679e-4,0.014499093054620478,0.013346555287736147,57,"tags=24%, list=3%, signal=24%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/XIRP2
CC,GO:0099503,secretory vesicle,275,-0.3012417603023145,-1.4480010821793545,3.7152321125166396e-4,0.015216753497462519,0.014007168661423004,412,"tags=25%, list=20%, signal=24%",AP1B1/SNAP29/HEXB/CSTB/COL1A1/DBNL/PADI2/TOLLIP/RAB11B/ASAH1/HMOX2/GUSB/CSNK2B/SERPINB1/PYGB/SPAG9/ANXA3/ANXA4/CDC42/PSMB7/GAA/DERA/CA4/ATP2B1/APRT/LRG1/ITGA1/STX12/CTSG/CST3/CD9/PSMD3/STXBP3/S100A7/ATP6V1E1/RAB5A/SNAP23/ARPC2/CAP1/PSAP/TOM1/LGALS3/VAT1/ERP44/PNP/PFKL/AP2A1/ALDOC/IST1/LGALS3BP/JUP/KRT1/CTSC/CTSD/FABP5/DEFA1/S100A11/CTSA/ECM1/DSG1/CKAP4/SNCA/LAMP1/DSC1/KCNJ11/S100A9/S100A8/CALML5/OSTF1/SERPINB3
CC,GO:0030141,secretory granule,251,-0.3112137828285772,-1.4955687050947275,3.844636942398118e-4,0.015528061428463507,0.014293730620640956,159,"tags=13%, list=8%, signal=13%",SNAP23/CAP1/PSAP/TOM1/LGALS3/VAT1/ERP44/PNP/PFKL/ALDOC/IST1/LGALS3BP/JUP/KRT1/CTSC/CTSD/FABP5/DEFA1/S100A11/CTSA/ECM1/DSG1/CKAP4/SNCA/LAMP1/DSC1/KCNJ11/S100A9/S100A8/CALML5/OSTF1/SERPINB3
BP,GO:0009913,epidermal cell differentiation,28,-0.6151487166649816,-1.9744055524621098,5.014088539717107e-4,0.019441292631329796,0.01789589776350962,265,"tags=54%, list=13%, signal=47%",KRT6A/KRT6B/S100A7/KRT2/CASP14/KRT5/KRT16/FLG/CTNNB1/KRT14/KRT1/KRT10/CSTA/KRT17/CDSN
BP,GO:0045445,myoblast differentiation,19,0.7082979476031767,1.9202144558033287,4.979640222384801e-4,0.019441292631329796,0.01789589776350962,214,"tags=37%, list=10%, signal=33%",MUSTN1/ANKRD2/XIRP1/CSRP3/KLHL41/LGALS1/FLOT2
CC,GO:0031966,mitochondrial membrane,228,0.3770284064345658,1.578250225131357,4.93373102834676e-4,0.019441292631329796,0.01789589776350962,758,"tags=51%, list=36%, signal=37%",AKAP1/LDHB/NDUFA11/MFN2/MRPL12/SLC25A20/BPHL/SFXN1/ASS1/MRPL46/MRPS22/MGST3/FUNDC2/MRPL17/NDUFAF3/TIMM9/AMBP/COX7C/MRPS7/PMPCA/LYRM7/COX20/TIMM21/ATPAF1/CISD1/HSPD1/APOO/MRPS30/NDUFAF5/PTCD3/ETFDH/MPC2/NDUFS6/ACADM/ACSL1/DAP3/TIMM13/HCCS/TRAP1/TMEM11/TIMM10/SHMT2/SLC25A3/UQCRC1/NDUFAF6/NDUFS2/TIMM8B/SLC44A2/VDAC2/SDHA/NDUFAF4/TIMM22/NDUFA7/COQ5/CYC1/HADHA/SYNJ2BP/PPIF/TOMM40/NDUFS7/NDUFB7/SLMAP/AFG3L2/CRAT/OPA1/COX6B1/COX5B/MRPS11/COQ6/VDAC3/FECH/NDUFV1/DARS2/MAOB/BDH1/SDHB/TUFM/LETM1/FAM162A/OGDH/MRPL45/HSPA9/CPT2/NDUFA13/CYCS/COQ7/HADHB/NDUFB9/NDUFAB1/UQCRH/COA5/UQCRC2/CKMT2/CLU/NDUFV3/TIMM50/CYB5B/NDUFA4/NDUFA5/CPT1B/PAM16/NDUFB11/MRPS23/NDUFA6/NDUFV2/COA3/NDUFA12/COX7A2/SCO1/SLC25A4/UQCRQ/NDUFS3/GADD45GIP1/HINT2/NDUFS5/ATAD3A
CC,GO:0031674,I band,90,0.4762446118520979,1.7916002254312215,5.116628098058452e-4,0.01957783488046576,0.01802158622349397,188,"tags=22%, list=9%, signal=21%",MYH6/MYL3/ACTC1/ANKRD2/MYOZ2/CSRP3/KLHL40/NRAP/CRYAB/CASQ2/XIRP2/ANK2/NEXN/PGM5/CSRP1/MYOT/PDLIM1/DNAJB4/SMTNL1/FLNC
BP,GO:0008544,epidermis development,39,-0.5475177606968044,-1.9031544578658863,5.585177553506029e-4,0.02109311211116303,0.019416413559215084,265,"tags=49%, list=13%, signal=43%",KRT6A/NSUN2/KRT6B/S100A7/KRT2/CASP14/KRT5/KRT9/KRT16/FLG/CTNNB1/KRT14/KRT1/KRT10/CSTA/FABP5/KRT17/CDSN/CALML5
MF,GO:0000146,microfilament motor activity,14,0.7423338446853832,1.8705433367561077,5.692186130751796e-4,0.021221637523366955,0.019534722443322293,19,"tags=36%, list=1%, signal=36%",MYH6/MYH4/ACTC1/MYH3/MYH1
MF,GO:0043495,protein-membrane adaptor activity,11,-0.7789093312875651,-1.9097432173218674,7.074297221445385e-4,0.026040577620206555,0.023970603376596424,289,"tags=64%, list=14%, signal=55%",SUN2/PDCD6/HRAS/SYNE2/SLC4A1/JUP/BNIP3
CC,GO:0032982,myosin filament,17,0.7291440961483349,1.9170593192529664,7.551863569162124e-4,0.027451024073904325,0.02526893296892011,19,"tags=29%, list=1%, signal=29%",MYH6/MYH4/MYBPH/MYH3/MYH1
CC,GO:0099512,supramolecular fiber,280,0.3583847563902584,1.5386323627538119,7.811085713563083e-4,0.028042762043261043,0.025813633488747136,114,"tags=13%, list=5%, signal=14%",MYH6/MYH4/COL1A2/MYL3/ACTC1/MYL2/MYBPH/MYH3/TNNC1/TNNI1/ANKRD2/MYOZ2/MYH1/CSRP3/KLHL40/NRAP/POTEE/MYL6B/DPYSL3/TPM3/SMPX/CRYAB/CASQ2/MYOM3/XIRP2/POTEF/VIM/TNNT1/KLHL41/ANK2/NEXN/TBCB/PGM5/NES/CSRP1/CALD1
BP,GO:0030216,keratinocyte differentiation,25,-0.6177753401832439,-1.9366322996572436,8.298903792294486e-4,0.029430746619502884,0.027091286705782903,265,"tags=56%, list=13%, signal=50%",KRT6A/KRT6B/S100A7/KRT2/CASP14/KRT5/KRT16/FLG/KRT14/KRT1/KRT10/CSTA/KRT17/CDSN
BP,GO:0072329,monocarboxylic acid catabolic process,45,0.5491138234881419,1.8339982080010608,8.680255016614067e-4,0.030412266973871938,0.02799478567818589,690,"tags=73%, list=33%, signal=50%",ECI2/HADH/ECH1/ETFDH/ECHS1/ETFA/ACADM/SCP2/IVD/HSD17B4/ADIPOQ/SLC16A1/DECR1/PHYH/CRYL1/HADHA/CRAT/ACAA2/ACAT1/ACADS/PGD/ILVBL/ETFB/AKT2/PCCA/HSD17B10/CPT2/AUH/ECI1/PCCB/HADHB/ECHDC1/CPT1B
BP,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,31,-0.5734040029413919,-1.8888814050968976,8.919453716257925e-4,0.030515025184562408,0.0280893756042649,46,"tags=26%, list=2%, signal=26%",LAMTOR5/PDCD6/ARL6IP5/CTSD/SNCA/S100A9/AQP1/S100A8
CC,GO:0099081,supramolecular polymer,282,0.3558859677177536,1.5311689197799985,8.88506478330377e-4,0.030515025184562408,0.0280893756042649,114,"tags=13%, list=5%, signal=14%",MYH6/MYH4/COL1A2/MYL3/ACTC1/MYL2/MYBPH/MYH3/TNNC1/TNNI1/ANKRD2/MYOZ2/MYH1/CSRP3/KLHL40/NRAP/POTEE/MYL6B/DPYSL3/TPM3/SMPX/CRYAB/CASQ2/MYOM3/XIRP2/POTEF/VIM/TNNT1/KLHL41/ANK2/NEXN/TBCB/PGM5/NES/CSRP1/CALD1
BP,GO:0030049,muscle filament sliding,12,0.7739696328434075,1.840969316119918,9.76156774821429e-4,0.03300771978117111,0.03038392507185917,31,"tags=42%, list=1%, signal=41%",MYH6/MYH4/MYH3/TNNC1/MYL6B
BP,GO:0042254,ribosome biogenesis,53,-0.4720297429501998,-1.76682721285325,0.0011211510228095,0.03747479510724168,0.034495911082934774,369,"tags=32%, list=17%, signal=27%",ERI3/RPS4X/RPS23/NPM1/RPS21/RPL35/RPS19/RPL7A/TRMT112/RPL27/EIF5B/EIF6/RPS27/RPS28/RPL35A/RPS5/RPS13
BP,GO:0009653,anatomical structure morphogenesis,303,0.3485141425674703,1.5050275395682673,0.0011445908703229507,0.037823525578399325,0.03481692085204861,207,"tags=16%, list=10%, signal=17%",MYH6/COL1A2/MYL3/ACTC1/MYL2/MYBPH/MYH3/TNNC1/TNNI1/THY1/MYOZ2/HUWE1/CSRP3/HSPB6/NRAP/POTEE/IGFBP7/YBX1/CRYAB/MYOM3/XIRP2/CD34/POTEF/TFRC/MFN2/TNNT1/KLHL41/FLII/ANK2/NEXN/UCHL1/PGM5/NES/CSRP1/CALD1/NOS1/MYOT/RRAS/ASPN/LTF/SMTNL1/ALDH1A2/CD36/FLNC/AGT/COL18A1/APOA1/COBL
BP,GO:0046785,microtubule polymerization,20,-0.6381239069356728,-1.86167819539514,0.0011658214791273208,0.038092234396654476,0.035064269916271755,364,"tags=55%, list=17%, signal=46%",MAPRE3/TUBB4A/TPPP/FKBP4/CLASP2/DRG1/EML2/TPPP3/CLASP1/SNCA/CKAP5
MF,GO:0003785,actin monomer binding,11,0.771813272627122,1.8023968477263634,0.0013086237321538465,0.04228308681225984,0.0389219900686226,308,"tags=64%, list=15%, signal=55%",MYL3/MYL2/TMSB10/COBL/TMSB4X/TWF2/PFN2
CC,GO:0031093,platelet alpha granule lumen,29,0.6162440240874215,1.8379629232012724,0.0013797255303515156,0.04274966116379843,0.03935147626856563,352,"tags=48%, list=17%, signal=41%",A2M/SERPING1/SERPINA1/A1BG/ORM2/AHSG/ALB/FGG/FN1/TMSB4X/SERPINA3/ORM1/PF4/KNG1
BP,GO:0006635,fatty acid beta-oxidation,32,0.5884003184136757,1.8164495881668519,0.0013700178416220217,0.04274966116379843,0.03935147626856563,690,"tags=81%, list=33%, signal=56%",ECI2/HADH/ECH1/ETFDH/ECHS1/ETFA/ACADM/SCP2/IVD/HSD17B4/ADIPOQ/DECR1/HADHA/CRAT/ACAA2/ACAT1/ACADS/ETFB/AKT2/HSD17B10/CPT2/AUH/ECI1/HADHB/ECHDC1/CPT1B
BP,GO:0009062,fatty acid catabolic process,37,0.5721304632196142,1.806207226900913,0.001425968752712671,0.04274966116379843,0.03935147626856563,690,"tags=81%, list=33%, signal=56%",ECI2/HADH/ECH1/ETFDH/ECHS1/ETFA/ACADM/SCP2/IVD/HSD17B4/ADIPOQ/DECR1/PHYH/HADHA/CRAT/ACAA2/ACAT1/ACADS/ILVBL/ETFB/AKT2/PCCA/HSD17B10/CPT2/AUH/ECI1/PCCB/HADHB/ECHDC1/CPT1B
CC,GO:0005766,primary lysosome,61,-0.45370381387603353,-1.7484749122277352,0.0014258527764185749,0.04274966116379843,0.03935147626856563,184,"tags=36%, list=9%, signal=34%",SNAP29/HEXB/PADI2/TOLLIP/GUSB/PYGB/GAA/CTSG/S100A7/SNAP23/CAP1/PSAP/TOM1/VAT1/IST1/CTSC/FABP5/DEFA1/CTSA/CKAP4/LAMP1/SERPINB3
CC,GO:0042582,azurophil granule,61,-0.45370381387603353,-1.7484749122277352,0.0014258527764185749,0.04274966116379843,0.03935147626856563,184,"tags=36%, list=9%, signal=34%",SNAP29/HEXB/PADI2/TOLLIP/GUSB/PYGB/GAA/CTSG/S100A7/SNAP23/CAP1/PSAP/TOM1/VAT1/IST1/CTSC/FABP5/DEFA1/CTSA/CKAP4/LAMP1/SERPINB3
BP,GO:0016054,organic acid catabolic process,82,0.46308669704765076,1.7282225253007373,0.0014017408583891263,0.04274966116379843,0.03935147626856563,690,"tags=61%, list=33%, signal=43%",CARNS1/GCSH/ALDH4A1/NOS1/ECI2/HADH/ADHFE1/MCCC2/BCKDHB/ECH1/ETFDH/ECHS1/ETFA/ACADM/SCP2/IVD/HSD17B4/ADIPOQ/SLC16A1/DECR1/PHYH/CRYL1/GLUD1/HIBCH/HADHA/CRAT/ACAA2/ACAT1/GOT2/ACADS/ACAD8/HIBADH/PGD/ILVBL/ALDH5A1/ETFB/AKT2/PCCA/HSD17B10/CPT2/MCCC1/AUH/ECI1/PCCB/HADHB/GSTZ1/ECHDC1/DBT/DDAH1/CPT1B
BP,GO:0046395,carboxylic acid catabolic process,82,0.46308669704765076,1.7282225253007373,0.0014017408583891263,0.04274966116379843,0.03935147626856563,690,"tags=61%, list=33%, signal=43%",CARNS1/GCSH/ALDH4A1/NOS1/ECI2/HADH/ADHFE1/MCCC2/BCKDHB/ECH1/ETFDH/ECHS1/ETFA/ACADM/SCP2/IVD/HSD17B4/ADIPOQ/SLC16A1/DECR1/PHYH/CRYL1/GLUD1/HIBCH/HADHA/CRAT/ACAA2/ACAT1/GOT2/ACADS/ACAD8/HIBADH/PGD/ILVBL/ALDH5A1/ETFB/AKT2/PCCA/HSD17B10/CPT2/MCCC1/AUH/ECI1/PCCB/HADHB/GSTZ1/ECHDC1/DBT/DDAH1/CPT1B
BP,GO:0044242,cellular lipid catabolic process,52,0.5288611884627874,1.8208670822736306,0.001497530581932707,0.04443692788020727,0.04090462158812969,692,"tags=73%, list=33%, signal=50%",AKR1C3/ECI2/HADH/MGLL/BCO2/PPT1/ECH1/ETFDH/ECHS1/ETFA/ACADM/SCP2/IVD/HSD17B4/ADIPOQ/DECR1/PHYH/APOA2/SIRT2/APOA4/HADHA/CRAT/ACAA2/ACAT1/ACADS/ILVBL/ETFB/AKT2/PCCA/HSD17B10/CPT2/AUH/ECI1/PCCB/HADHB/ECHDC1/CPT1B/APOB
BP,GO:0006953,acute-phase response,14,0.7191758016002642,1.8121893717640636,0.0015798851911248879,0.046407132684759336,0.04271821415237204,490,"tags=86%, list=23%, signal=66%",TFRC/ASS1/A2M/SERPINA1/ORM2/AHSG/FN1/SERPINA3/ITIH4/ORM1/HP/APOL2
MF,GO:0015631,tubulin binding,59,-0.45896076065515407,-1.7683397772568117,0.0016295842761521295,0.047388310750503926,0.04362139804478806,320,"tags=34%, list=15%, signal=30%",CHP1/TPPP/GABARAP/SUN2/HSPH1/EML1/GABARAPL2/CLASP2/DNM2/DRG1/EML2/TBCC/TPPP3/CLASP1/EZR/SNCA/CKAP5/S100A9/NDRG1/S100A8
BP,GO:0044057,regulation of system process,97,0.4415483675144704,1.675546095527188,0.0016715053752466968,0.048126115160568264,0.04430055413499062,206,"tags=21%, list=10%, signal=20%",MYH6/MYL3/MYL2/MYBPH/TNNC1/TNNI1/ATP2A2/LMCD1/CSRP3/HSPB7/CASQ2/TNNT1/ANK2/SETD3/ATP1A1/NOS1/MGLL/SMTNL1/AGT/APOA1
