ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0019693,ribose phosphate metabolic process,126,-0.4168138748634094,-2.104542117755342,1.1484842256431293e-7,3.2336542872653305e-6,2.1666551351845777e-6,558,"tags=52%, list=26%, signal=41%",PRKAG1/ENO2/ADSL/PGK1/GAPDH/NDUFV3/STOML2/DHTKD1/AK1/ALDOA/PFAS/ABHD14B/FIS1/PGK2/NDUFS6/SDHA/PFKM/PGM1/NDUFB7/PGAM2/TPI1/OGDH/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NT5C1A/ENO3/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/GPD1/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/PFKFB1/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/ALDOC/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11/SULT1A3/SLC4A1/BPGM/MYH8
GO:0043588,skin development,36,0.7099133337615766,2.3163446017685114,1.1952934563834448e-7,3.322302837742703e-6,2.2260525908355653e-6,360,"tags=58%, list=17%, signal=49%",ANXA1/KRT10/KRT6A/KRT17/KRT6B/KRT16/IL18/S100A7/KRT14/CASP14/KRT5/FLG/KRT2/NSUN2/JUP/CDSN/AKR1C3/CTNNB1/DSP/MAP2K1/FLNB
GO:0098609,cell-cell adhesion,100,0.5499010771906593,2.0921283656603245,1.3004135848948668e-7,3.5687299393064194e-6,2.391166884949922e-6,372,"tags=37%, list=18%, signal=32%",ANXA1/CTSG/S100A11/S100A8/CD44/CLIC1/THY1/ARG1/LGALS3/ACTB/S100A9/EZR/IL18/MYH9/PPIA/MAPK14/PDIA3/FLNA/LRG1/DSC1/CD9/MSN/ANXA2/PRKAA1/DSG1/JUP/HSPH1/FGG/CDSN/FGB/CTNNB1/FLOT1/APOA1/DSP/HMGB1/HSPB1/FGA
GO:0090304,nucleic acid metabolic process,408,0.4061090006625621,1.6990188231401153,1.3239342892145276e-7,3.58786192377137e-6,2.4039859462053265e-6,599,"tags=40%, list=28%, signal=36%",CREG1/LTF/S100A11/S100A8/RHOG/VIM/LGALS3/HMGB2/ACTN1/ANKRD2/SRSF7/NAMPT/YWHAQ/ACTB/ACTR2/ACTN4/S100A9/EZR/HRAS/HNRNPA0/IL18/PTBP1/PPIA/MAPK14/FLNA/YBX1/RPS21/RPL27/POLDIP2/EIF6/YWHAZ/DDX3X/PFN1/RPS25/SET/TIGAR/RPS28/ALYREF/ANXA2/PRKAA1/RPL10/NSUN2/DNAJB11/SRSF1/JUP/ANXA4/RPS17/HNRNPC/HEXB/CLU/SRSF3/PDE12/RPS6/CALR/RPS8/PCNA/HNRNPU/APEX1/RPS27/SUB1/ECM1/U2AF2/CSRP3/PRMT1/HNRNPH1/RAD23B/BAX/TNNI2/S100A10/CTNNB1/RPS24/LMO7/PPM1A/LRRFIP2/CCAR2/NPM1/CCT5/CRK/SMU1/HMGB1/MAP2K1/SFPQ/CBX3/HNRNPF/RBBP7/HNRNPA3/HNRNPA2B1/MAGOH/TF/RPS13/TXN/FUBP1/UBE2V1/SND1/HNRNPL/WDR77/HNRNPA1/FBL/XRCC6/LAMTOR5/RPS19/HNRNPUL2/RPS16/AHNAK/RBMX/ENY2/SETD7/DCAF6/ANXA3/DDX39B/RPL7A/CNBP/EFTUD2/RPL7/ASAH1/NCL/CCT2/PA2G4/MAPK1/CAND1/OTUB1/PSMC5/HNRNPD/HSPA5/DNAJB6/GSPT1/CCT8/PPID/KHDRBS1/RPL5/RHOA/NUP62/TCP1/CCT3/CDC42/EEF1D/HNRNPAB/TAF15/RPS3/CCT4/HSP90AB1/SYNCRIP/HNRNPK/RPS14/RPL11/RWDD1/FAM98A/RAP2C/RNH1/PTGES3/HSP90AA1/HNRNPM/PADI2/YWHAH/HP1BP3/PCBP1/CCT7/CAPRIN1/SSB/DDX1/UBE3A/ETF1/CCT6A/CDK5RAP3/DHX9
GO:0046390,ribose phosphate biosynthetic process,66,-0.5157153051257815,-2.423895706868135,1.5158341717210623e-7,4.0571956596188435e-6,2.7184550448019054e-6,479,"tags=62%, list=23%, signal=50%",AK1/ALDOA/PFAS/NDUFS6/SDHA/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11
GO:0016070,RNA metabolic process,360,0.4124043434081411,1.7186211881688573,1.5860869710267416e-7,4.193459211202409e-6,2.8097561232566158e-6,599,"tags=41%, list=28%, signal=35%",CREG1/LTF/S100A8/RHOG/VIM/LGALS3/HMGB2/ACTN1/ANKRD2/SRSF7/NAMPT/YWHAQ/ACTB/ACTR2/ACTN4/S100A9/EZR/HRAS/HNRNPA0/IL18/PTBP1/PPIA/MAPK14/FLNA/YBX1/RPS21/RPL27/EIF6/YWHAZ/DDX3X/PFN1/RPS25/SET/RPS28/ALYREF/ANXA2/PRKAA1/RPL10/NSUN2/DNAJB11/SRSF1/JUP/ANXA4/RPS17/HNRNPC/HEXB/CLU/SRSF3/PDE12/RPS6/CALR/RPS8/PCNA/HNRNPU/APEX1/RPS27/SUB1/ECM1/U2AF2/CSRP3/PRMT1/HNRNPH1/TNNI2/S100A10/CTNNB1/RPS24/LMO7/PPM1A/LRRFIP2/CCAR2/NPM1/CRK/SMU1/HMGB1/MAP2K1/SFPQ/CBX3/HNRNPF/RBBP7/HNRNPA3/HNRNPA2B1/MAGOH/TF/RPS13/TXN/FUBP1/UBE2V1/SND1/HNRNPL/WDR77/HNRNPA1/FBL/XRCC6/LAMTOR5/RPS19/HNRNPUL2/RPS16/AHNAK/RBMX/ENY2/SETD7/DCAF6/ANXA3/DDX39B/RPL7A/CNBP/EFTUD2/RPL7/ASAH1/NCL/PA2G4/MAPK1/CAND1/PSMC5/HNRNPD/HSPA5/DNAJB6/GSPT1/PPID/KHDRBS1/RPL5/RHOA/NUP62/EEF1D/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/RPL11/RWDD1/FAM98A/RAP2C/RNH1/HNRNPM/PADI2/YWHAH/HP1BP3/PCBP1/CAPRIN1/SSB/DDX1/UBE3A/ETF1/CDK5RAP3/DHX9
GO:0031324,negative regulation of cellular metabolic process,285,0.42858229226057787,1.7695596397086828,2.4015035135900003e-7,6.27284291260617e-6,4.2030118563781876e-6,538,"tags=38%, list=25%, signal=33%",ANXA1/CREG1/LTF/CORO1C/THY1/ARG1/VIM/HMGB2/LMNB1/CTSA/ANKRD2/SRSF7/YWHAQ/ORM1/SERPINB3/EZR/IQGAP1/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/PPIA/MAPK14/FLNA/YBX1/POLDIP2/EIF6/YWHAZ/DDX3X/SET/TIGAR/MVP/ANXA2/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/AKR1C3/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/HSPB1/GLG1/APOC1/SRP9/DEPTOR/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/TRIM63/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/ATP1A1/CALM1/HP/RBMX/SERPINF1/UCHL1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/RHOA/NUP62/HNRNPAB/TAF15/RPS3/SYNCRIP/SEC22B/HNRNPK/RPS14/APOA2
GO:0010558,negative regulation of macromolecule biosynthetic process,223,0.44996470061598726,1.8510128497999752,2.778848565289744e-7,7.172075820890672e-6,4.805527594110084e-6,538,"tags=39%, list=25%, signal=32%",ANXA1/CREG1/LTF/ARG1/VIM/HMGB2/LMNB1/ANKRD2/SRSF7/YWHAQ/ORM1/EZR/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/MAPK14/FLNA/YBX1/EIF6/YWHAZ/DDX3X/SET/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/GLG1/SRP9/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/RBMX/SERPINF1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/APOA2
GO:0016192,vesicle-mediated transport,247,0.4417025791867252,1.822174065192918,2.8545859372258453e-7,7.280873308124274e-6,4.878425502627451e-6,722,"tags=51%, list=34%, signal=38%",ANXA1/CREG1/CORO1C/LGALS3/S100A13/ACTB/DBNL/ARPC3/EZR/CAP1/HRAS/STX12/LMAN2L/COPG1/GSN/MYH9/FLNA/AP1B1/LGALS3BP/ARL8B/CLTB/CD9/VPS29/MSN/ANXA2/P4HB/STAM/FKBP15/PRKAA1/COPB2/CLTC/ATP6V1E1/CLU/RAB5C/CALR/DYNC1LI1/EHD1/SEC31A/GNAI2/RAC1/RAB11B/LAMP1/FGG/TMED7/AP2A1/SNX1/RAB5A/FGB/SNAP29/VAMP3/S100A10/CTNNB1/STX7/FLOT1/APOA1/RAB35/CTTN/PDCD6IP/HMGB1/MAP2K1/COPZ1/RTN3/SPAG9/CANX/APOC1/CHMP4B/FGA/TBC1D4/TF/VPS26A/LAMTOR1/AHSG/VPS35/CALM1/OSBPL1A/ATG3/ANXA3/MAPK1/DPYSL2/ATP6V1B2/CD93/SEC24C/ARHGAP17/LMAN1/TMED10/COPA/RAP1A/TFG/CDC42/RAB6A/SEC22B/HNRNPK/APOA2/C3/SNAP23/UBE3A/NSF/CLINT1/ATP6V1A/AP1M1/TGM2/PPP6C/VTN/ARHGDIA/SNX9/ACSL3/VCP/DCTN1/CAPN2/SEC23A/VAMP5/PPT1/VPS45/AP2B1/PPP3CA/SPTBN1/EHD4/SCFD2/HYOU1/TMED9/NME1/GRB2/RAB14/STBD1/C4A/ARCN1
GO:0030036,actin cytoskeleton organization,173,0.4771482344149461,1.924255960970707,2.954800124383774e-7,7.448844964725606e-6,4.9909720583226546e-6,336,"tags=27%, list=16%, signal=25%",ANXA1/LCP1/POTEE/MYBPH/CORO1C/RHOG/ARPC5/TPM4/TMSB4X/ARPC5L/ACTN1/ARPC2/ACTB/ACTR2/DBNL/ACTN4/ARPC3/EZR/TAGLN2/ACTC1/IQGAP1/CAP1/HRAS/TMSB10/GSN/MYH9/ARPC1B/FLNA/MARCKS/CFL1/CAPZA1/PFN1/HSP90B1/DSTN/FLII/CALR/RAC1/MYH3/PLS3/CSRP3/S100A10/SPTAN1/APOA1/ZYX/CTTN/CRK/PDCD6IP
GO:0006164,purine nucleotide biosynthetic process,68,-0.4981632664173843,-2.358134331252188,3.106966686814108e-7,7.742418134497685e-6,5.187675774716841e-6,479,"tags=62%, list=23%, signal=49%",AK1/ALDOA/PFAS/NDUFS6/SDHA/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/NAPRT/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11
GO:0031327,negative regulation of cellular biosynthetic process,233,0.443088449663267,1.8227852977248453,3.3039753124230366e-7,8.139793724242208e-6,5.4539305396456825e-6,538,"tags=38%, list=25%, signal=32%",ANXA1/CREG1/LTF/ARG1/VIM/HMGB2/LMNB1/ANKRD2/SRSF7/YWHAQ/ORM1/EZR/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/MAPK14/FLNA/YBX1/EIF6/YWHAZ/DDX3X/SET/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/AKR1C3/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/GLG1/APOC1/SRP9/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/ATP1A1/RBMX/SERPINF1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/APOA2
GO:0009913,epidermal cell differentiation,28,0.7413070223949895,2.3076475497019207,3.6419549690528363e-7,8.871638621243314e-6,5.944290783315097e-6,360,"tags=64%, list=17%, signal=54%",ANXA1/KRT10/KRT6A/KRT17/KRT6B/KRT16/S100A7/KRT14/CASP14/KRT5/FLG/KRT2/CDSN/AKR1C3/CTNNB1/DSP/MAP2K1/FLNB
GO:0009605,response to external stimulus,291,0.43006521650775176,1.7767710511497534,3.7822641269231214e-7,9.111054030188141e-6,6.104707011875916e-6,476,"tags=33%, list=23%, signal=30%",DEFA1/ANXA1/CTSG/LTF/LYZ/IGHA1/TYMP/S100A8/RHOG/ARG1/VIM/RPL30/LGALS3/CTSC/S100A4/TMSB4X/HMGB2/KRT6A/ACTR2/TUBB2B/PPIB/S100A9/HRAS/KRT16/HNRNPA0/IL18/GSN/S100A7/PPIA/MAPK14/FLNA/CFL1/LRG1/KRT5/YWHAZ/ARL8B/DDX3X/CD9/ANXA2/RPL13A/HPX/IGHM/JUP/LAMP2/COMT/CLU/PDE12/CALR/IGHG2/RAC1/IGHG1/LAMP1/FGG/CSRP3/TUBB/FGB/MIF/VAMP3/BAX/G3BP1/CTNNB1/APOH/FLOT1/APOA1/ZYX/SERPING1/CCT5/CRK/HMGB1/MAP2K1/SFPQ/UBQLN1/HSPB1/FLNB/FGA/TF/TRIM63/AHSG/AQP1/IGHG3/XRCC6/VPS35/CALM1/LAMTOR5/RPS19/HP/NAGK/ANXA3/PLG/MAPK1/CFH/KRT1/TUBB4B/CD2AP/TMEM43/SERPINC1/KNG1
GO:0010557,positive regulation of macromolecule biosynthetic process,277,0.42611864767125884,1.7599205316773676,4.2231282644462857e-7,1.006125503002148e-5,6.741373053714141e-6,599,"tags=44%, list=28%, signal=36%",ANXA1/RHOG/VIM/MUSTN1/S100A13/HMGB2/ACTN1/NAMPT/ACTB/ORM1/ACTR2/SH3BGRL/ACTN4/EZR/ACTC1/KRT17/HRAS/HNRNPA0/IL18/GSN/MYH9/MAPK14/YBX1/EIF6/DDX3X/MSN/ANXA2/HPX/PRKAA1/SRSF1/JUP/HNRNPC/HSPH1/HEXB/CLU/PIP/CALR/PCNA/RPS27L/HNRNPU/APEX1/SUB1/U2AF2/CSRP3/MIF/PRMT1/G3BP1/TNNI2/ORM2/S100A10/CTNNB1/DNAJA4/FLOT1/LMO7/PPM1A/NPM1/CCT5/HMGB1/MAP2K1/SFPQ/RBBP7/RPS4X/HSPB1/TF/EIF3D/FUBP1/FN1/UBE2V1/WDR77/HNRNPA1/XRCC6/VPS35/LARP4/LAMTOR5/ALDH1A2/RBMX/ENY2/SETD7/DCAF6/CNBP/EIF3C/NCL/CCT2/CAND1/ERP29/PSMC5/HNRNPD/HSPA5/TMED10/CCT8/CLEC3B/KHDRBS1/RPL5/NUP62/TCP1/CCT3/EEF1D/HNRNPAB/TAF15/RPS3/CCT4/SYNCRIP/EIF2B5/HNRNPK/APOA2/RPL11/C3/PDCL3/FAM98A/RAP2C/PTGES3/HSP90AA1/PADI2/YWHAH/PCBP1/CCT7/SSB/DDX1/UBE3A/CCT6A/CDK5RAP3/DHX9
GO:0006635,fatty acid beta-oxidation,32,-0.6473219041193206,-2.5158037029544906,4.4186950648567554e-7,1.041275097892331e-5,6.976886944510667e-6,436,"tags=62%, list=21%, signal=50%",CPT1B/ACADM/HADHA/HADHB/ECHS1/AUH/ETFDH/DECR1/PLIN5/ACAA2/ECI2/CPT2/ACADVL/CRAT/ETFB/ETFA/HADH/ECI1/ACADS/ACAT1
GO:0002250,adaptive immune response,48,0.6529205591863924,2.2368565344921167,5.145659776013261e-7,1.1995473542362098e-5,8.037363317372158e-6,401,"tags=54%, list=19%, signal=45%",ANXA1/IGHA1/ARG1/CTSC/IGKV4-1/DBNL/IGKC/HRAS/HPRT1/IL18/PDIA3/IGKV3D-11/IGKV3-7/HPX/PRKAA1/IGHM/CLU/IGHG2/IGHG1/FGB/IGKV1-27/STX7/SERPING1/HMGB1/FGA/IGHG3
GO:0009083,branched-chain amino acid catabolic process,18,-0.7675062007302065,-2.515306375861022,5.667659791931631e-7,1.3071794073306144e-5,8.758533609032084e-6,430,"tags=89%, list=20%, signal=71%",DBT/MCCC1/MCCC2/BCAT2/HIBCH/ECHS1/AUH/BCKDHA/BCKDHB/ACAD8/DLD/HMGCL/HIBADH/ALDH6A1/ACAT1/ACADSB
GO:0009607,response to biotic stimulus,215,0.44256927820591896,1.8086671936002499,6.354344321789613e-7,1.4501282620673559e-5,9.716338131933148e-6,480,"tags=35%, list=23%, signal=30%",DEFA1/ANXA1/CTSG/LTF/LYZ/IGHA1/S100A8/ARG1/VIM/RPL30/LGALS3/HMGB2/KRT6A/ACTR2/S100A9/HRAS/KRT16/HNRNPA0/IL18/GSN/S100A7/MAPK14/CFL1/LRG1/YWHAZ/ARL8B/DDX3X/TIGAR/RPL13A/HPX/PRKAA1/IGHM/LAMP2/CLU/PDE12/CALR/IGHG2/IGHG1/LAMP1/TUBB/FGB/MIF/VAMP3/BAX/G3BP1/FLOT1/ZYX/SERPING1/CCT5/CRK/HMGB1/SFPQ/UBQLN1/HSPB1/FLNB/FGA/TF/TRIM63/AQP1/IGHG3/XRCC6/CALM1/LAMTOR5/RPS19/HP/NAGK/ANXA3/MAPK1/CFH/KRT1/TUBB4B/CD2AP/TMEM43/KNG1/HSPA5
GO:0009063,amino acid catabolic process,40,-0.585436879066226,-2.410587940893767,6.511167940510186e-7,1.4704387598985504e-5,9.852425173140415e-6,430,"tags=68%, list=20%, signal=55%",DBT/MCCC1/GLUD1/MCCC2/DLST/ADHFE1/BCAT2/HIBCH/ECHS1/AUH/GOT1/BCKDHA/BCKDHB/GPT/GOT2/ACAD8/ETFB/DLD/ALDH5A1/ETFA/HMGCL/HIBADH/GSTZ1/ALDH6A1/NOS1/ACAT1/ACADSB
GO:0009890,negative regulation of biosynthetic process,236,0.44084267901757307,1.8136402465425017,7.439841029835762e-7,1.6628428198643227e-5,1.114159589926571e-5,538,"tags=38%, list=25%, signal=32%",ANXA1/CREG1/LTF/ARG1/VIM/HMGB2/LMNB1/ANKRD2/SRSF7/YWHAQ/ORM1/EZR/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/MAPK14/FLNA/YBX1/EIF6/YWHAZ/DDX3X/SET/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/AKR1C3/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/GLG1/APOC1/SRP9/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/ATP1A1/RBMX/SERPINF1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/RHOA/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/APOA2
GO:0006520,amino acid metabolic process,79,-0.4626461572350566,-2.22585925512701,8.539763848679881e-7,1.889204900401835e-5,1.265829657484236e-5,458,"tags=47%, list=22%, signal=38%",PFAS/SARS2/DBT/MCCC1/GLUD1/MCCC2/DLST/APIP/ALDH1A1/ADHFE1/BCAT2/HIBCH/PCBD2/ECHS1/AUH/AARSD1/GOT1/BCKDHA/BCKDHB/GPT/FH/GOT2/ACAD8/PCCB/ETFB/DLD/ALDH5A1/PCCA/ETFA/HMGCL/HIBADH/GSTZ1/ALDH6A1/NOS1/ACAT1/ACADSB/DARS2
GO:0010629,negative regulation of gene expression,144,0.48813038963386146,1.943302852609311,8.67891886910289e-7,1.9005955664863703e-5,1.2734617798364689e-5,538,"tags=42%, list=25%, signal=33%",ANXA1/LTF/ARG1/VIM/HMGB2/LMNB1/SRSF7/ORM1/EZR/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/MAPK14/YBX1/EIF6/DDX3X/RPL13A/PRKAA1/ANXA4/HNRNPC/SRSF3/PDE12/CALR/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/MIF/CTNNB1/APOA1/NPM1/HMGB1/CBX3/GLG1/SRP9/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/FN1/SND1/VPS35/RBMX/SERPINF1/NCL/CD2AP/ERP29/HNRNPD/GSPT1/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/APOA2
GO:0090407,organophosphate biosynthetic process,144,-0.37319454453715095,-1.9181791304295526,8.865938686758819e-7,1.922135507289312e-5,1.2878942513397023e-5,483,"tags=44%, list=23%, signal=37%",SLC27A1/AK1/ALDOA/GPHN/PFAS/PDHA1/NDUFS6/SDHA/FABP3/ACSL1/NDUFB7/TPI1/NDUFA9/CKM/NDUFB10/NDUFA7/IDI1/NDUFB6/CKMT2/NDUFA10/NDUFA5/SNCA/NDUFAB1/NDUFS2/NDUFS8/MOCS2/DLAT/NAPRT/CKB/AMPD1/NDUFB9/NDUFS5/MPC2/NDUFS3/DCXR/DLD/AK3/NDUFB11/SDHB/NDUFA13/PCYT2/NDUFA8/PDHX/NDUFS4/NDUFV2/PDHB/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/CRYL1/ACAT1/PDK4/NDUFA11
GO:0009165,nucleotide biosynthetic process,72,-0.48037984482268914,-2.2955160473038183,9.146995385891969e-7,1.944184901628803e-5,1.3026680735326026e-5,367,"tags=58%, list=17%, signal=50%",AK1/ALDOA/PFAS/NDUFS6/SDHA/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/NAPRT/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11
GO:0044419,biological process involved in interspecies interaction between organisms,245,0.4306261627425496,1.7745285848867927,9.085397160248452e-7,1.944184901628803e-5,1.3026680735326026e-5,476,"tags=34%, list=23%, signal=30%",DEFA1/ANXA1/CTSG/LTF/LYZ/IGHA1/S100A8/ARG1/VIM/RPL30/LGALS3/HMGB2/KRT6A/ACTR2/SERPINB3/PPIB/S100A9/HRAS/KRT16/HNRNPA0/IL18/GSN/S100A7/PPIA/MAPK14/CFL1/LRG1/YWHAZ/ARL8B/CTSB/DDX3X/RPL13A/P4HB/HPX/CSNK2B/IGHM/LAMP2/CLU/PDE12/CALR/IGHG2/IGHG1/LAMP1/RAB5A/TUBB/FGB/MIF/VAMP3/BAX/G3BP1/FLOT1/ZYX/SERPING1/CCT5/CRK/HMGB1/SFPQ/IDE/UBQLN1/HSPB1/FLNB/CHMP4B/FGA/TF/FN1/TRIM63/AQP1/IGHG3/XRCC6/CALM1/LAMTOR5/RPS19/HP/NAGK/ANXA3/PLG/MAPK1/CFH/KRT1/TUBB4B/CD2AP/TMEM43/KNG1
GO:0031640,killing of cells of another organism,17,0.8178893126982659,2.235339315929227,9.532923836590373e-7,1.987247969012301e-5,1.3315217504549306e-5,53,"tags=47%, list=3%, signal=46%",DEFA1/CTSG/LTF/LYZ/ARG1/RPL30/LGALS3/KRT6A
GO:0141061,disruption of cell in another organism,17,0.8178893126982659,2.235339315929227,9.532923836590373e-7,1.987247969012301e-5,1.3315217504549306e-5,53,"tags=47%, list=3%, signal=46%",DEFA1/CTSG/LTF/LYZ/ARG1/RPL30/LGALS3/KRT6A
GO:0032543,mitochondrial translation,38,-0.6009410104751677,-2.452219697306495,1.0795749739991744e-6,2.219176116752343e-5,1.4869212668082313e-5,741,"tags=76%, list=35%, signal=50%",C1QBP/MRPL15/LRPPRC/UQCC2/MRPL39/MRPL44/IARS2/GADD45GIP1/QRSL1/MRPL19/GFM1/MRPL13/MRPS35/MRPS22/MRPL46/SARS2/DAP3/MRPL12/MRPL17/TACO1/COA3/TSFM/PTCD3/TUFM/MRPS7/MRPL45/MRPL4/MRPS23/DARS2
GO:0030334,regulation of cell migration,116,0.5106070245848029,1.9800716727521717,1.0850215330984702e-6,2.219176116752343e-5,1.4869212668082313e-5,452,"tags=36%, list=21%, signal=30%",ANXA1/S100A11/CORO1C/THY1/LGALS3/TMSB4X/SERPINB3/ACTN4/HRAS/TMSB10/APOD/KRT16/ARHGDIB/S100A7/SERPINB1/FLNA/KRT5/CD9/PFN1/MSN/CSNK2B/JUP/CALR/GNAI2/RAC1/ECM1/CPNE3/MIF/GLUL/APOH/DNAJA4/CRK/HMGB1/RBBP7/HSPB1/SPAG9/FN1/AQP1/ANXA3/SERPINF1/PLG/MAPK1
